Durchlauf 1:

timestamp,elapsed_s,cpu_percent,ram_mb,ram_percent
00:05:02,42.51,23.2,62.33,0.393
00:05:02,43.03,21.3,62.33,0.393
00:05:03,43.54,17.4,62.33,0.393
00:05:03,44.06,21.2,62.33,0.393
00:05:04,44.58,19.3,62.33,0.393
00:05:04,45.1,25.1,62.33,0.393
00:05:05,45.62,27.0,62.28,0.393
00:05:05,46.14,22.9,62.29,0.393
00:05:06,46.66,19.3,62.29,0.393
00:05:07,47.18,23.0,62.27,0.392
00:05:07,47.7,27.1,62.33,0.393
00:05:08,48.22,23.2,62.33,0.393
00:05:08,48.73,23.2,62.33,0.393
00:05:09,49.25,27.0,62.37,0.393
00:05:09,49.77,25.1,62.37,0.393
00:05:10,50.29,21.2,62.37,0.393
00:05:10,50.81,23.1,62.37,0.393
00:05:11,51.33,23.0,62.37,0.393
00:05:11,51.85,25.1,62.37,0.393
00:05:12,52.37,24.9,62.37,0.393
00:05:12,52.89,28.7,62.38,0.393
00:05:13,53.41,23.1,62.38,0.393
00:05:13,53.93,27.0,62.38,0.393
00:05:14,54.45,27.0,62.38,0.393
00:05:14,54.97,28.7,62.38,0.393
00:05:15,55.49,30.9,62.47,0.394
00:05:15,56.01,34.7,62.49,0.394
00:05:16,56.53,30.3,62.49,0.394
00:05:16,57.05,28.9,62.49,0.394
00:05:17,57.57,26.9,62.49,0.394
00:05:17,58.09,23.1,62.49,0.394
00:05:18,58.61,27.0,62.5,0.394
00:05:18,59.13,27.0,62.5,0.394
00:05:19,59.65,30.6,62.59,0.395

Ergebnis:
  Messungen       : 116
  CPU-Auslastung  (inkl. Kind-Prozesse)
    Durchschnitt  : 19.91 %
    Maximum       : 34.70 %
    Minimum       : 13.50 %
  RAM-Verbrauch   (inkl. Kind-Prozesse)
    Durchschnitt  : 62.2 MB
    Maximum       : 62.6 MB
    Minimum       : 62.0 MB

Ladezeit:
    1. 0.523s
    2. 0.637s
    3. 0.587s

Gesamt:
  CPU-Auslastung  (inkl. Kind-Prozesse)
    Durchschnitt  : 19.77 %
    Maximum       : 31.5 %
    Minimum       : 13.50 %
  RAM-Verbrauch   (inkl. Kind-Prozesse)
    Durchschnitt  : ~62.3667 MB
    Maximum       : 62.8 MB
    Minimum       : 62.0 MB
  Ladezeit:
    Durchschnitt: ~0.58233s
